surname,caste,confidence
PURAMA,Kapu,medium
PURETI,Kamma,medium
PURI,Kamma,medium
PURIMETTLA,Kamma,medium
PURUCHURI,Kamma,high
PUSAPATI,Kamma,medium
PUSHUPAMU,Kamma,medium
PUSUKURI,Kamma,medium
PUSULURI,Kamma,medium
PUSULURU,Kamma,medium
PUTCHA,Kamma,medium
PUTCHAKAYALA,Kapu,medium
PUTHAMAKULA,Kamma,medium
PUTHAMBHAKA,Kamma,medium
PUTHETI,Kamma,medium
PUTIGAMAPU,SC,medium
PUTIGAMPU,Kamma,medium
PUTLA,Kamma,medium
PUTLURU,Kamma,medium
PUTTA,Kapu,medium
PUTTAGANTI,Kamma,medium
PUTTAGUNTA,Kamma,medium
PUTTI,Brahmin,medium
PUTTIGUNTI,Kamma,medium
PUTTLA,Kamma,medium
PUTUMBAKA,Kamma,medium
PUVADA,Kamma,medium
PUVVADA,Kamma,high
PUVVADI,Kamma,medium
PUVVALA,Kamma,medium
PUVVULA,Kamma,medium
PYDI,Kapu,medium
PYDIKONDALA,Kamma,medium
PYDIMARRI,Kamma,medium
PYDIMUKKALA,Kamma,medium
PYDIPAMALA,Christian,medium
PYDISETTI,Vysya,high
PYLA,Kapu,high
PYNENI,Kamma,medium
RAACHA,Kamma,medium
RAACHAKONDA,Kamma,medium
RAACHAKONDLA,Kamma,medium
RAACHANENI,Kamma,medium
RAADI,Kamma,medium
RAAGAPATI,Kamma,medium
RAAGE,Kamma,medium
RAAGIPATI,Kamma,medium
RAAGU,Kamma,medium
RAAMPUDI,Kamma,medium
RAAPAALA,Kamma,medium
RAAPAALLA,Kamma,medium
RAAPARLLA,Kamma,medium
RAATAKONDA,Kamma,medium
RAAVI,Kapu,medium
RAAVIPATI,Kamma,medium
RACHABATTUNI,Kamma,medium
RACHAGULLA,Kamma,medium
RACHAKONDA,Velama,medium
RACHAMALLA,Kapu,medium
RACHAPUDI,Kamma,medium
RACHARLA,Kamma,medium
RACHURI,Kamma,medium
RADARAPU,Kamma,medium
RAGHAVARAPU,Kapu,medium
RAGHUPATHI,Kamma,medium
RAGHUVARAPU,Kapu,high
RAGURU,Kamma,medium
RAINEEDI,Kamma,medium
RAJABOYINA,Kapu,medium
RAJAGIRI,Kamma,medium
RAJAMANI,Other,medium
RAJANAALA,Kamma,medium
RAJANAIK,ST,medium
RAJANALA,Kamma,medium
RAJANNA,Reddy,medium
RAJARAPU,Kamma,medium
RAJAVARAPU,Kamma,medium
RAJENDRAREDDY,Reddy,high
RAJULAPATI,Kamma,medium
RALI,Kamma,medium
RALLA,Kamma,medium
RALLABANDI,Kamma,medium
RALLAPALLI,Kamma,medium
RAMACHANDRAIAH,Brahmin,medium
RAMANADAM,Kamma,medium
RAMANAVARAPU,Kamma,high
RAMANENI,Kamma,medium
RAMANJANEYULU,Brahmin,high
RAMANNA,Kshatriya,medium
RAMAPATTI,Kamma,medium
RAMARAJU,Kshatriya,medium
RAMASANI,Kamma,medium
RAMASWAMY,Brahmin,high
RAMAVARAPU,Kamma,medium
RAMAVATH,ST,high
RAMELLA,Kamma,medium
RAMENENI,Kamma,low
RAMIDI,Kamma,medium
RAMINEEDI,Kamma,medium
RAMINENI,Kamma,high
RAMINNI,Kamma,medium
RAMISETTI,Vysya,high
RAMISETTY,Vysya,high
RAMOLU,Kapu,medium
RAMPILLA,Kamma,medium
RAMSETTY,Vysya,high
RAMU,Kamma,medium
RAMULU,Kapu,medium
RANGANA,Kamma,medium
RANGANAYAKULU,Kamma,medium
RANGARAJU,Kshatriya,medium
RANGARAO,Kamma,medium
RANGI,Kapu,medium
RANGINENI,Kamma,low
RANGISETTI,Vysya,high
RANGISETTY,Vysya,high
RANGULAPULI,Kamma,medium
RAPAKA,Kamma,medium
RAPALLI,Kamma,medium
RAPARLA,Kamma,medium
RAPARTI,Kamma,medium
RAPURU,Kamma,medium
RASUPALLE,Kamma,medium
RATAGUNTLA,Kamma,medium
RATAKONDA,Kamma,medium
RATALA,Kapu,medium
RATHI,Vysya,medium
RATIKUNDLA,Kamma,medium
RATNALA,Kamma,medium
RAVADA,Kamma,medium
RAVAVARAPU,Kamma,medium
RAVELA,Kamma,high
RAVELLA,Kamma,high
RAVIKRINDI,Kamma,medium
RAVIPALLA,Kamma,medium
RAVIPATI,Kamma,high
RAVIPUDI,Kamma,medium
RAVIRALA,Kapu,medium
RAVU,Kamma,medium
RAVULA,Kapu,medium
RAVULAPALLI,Kamma,medium
RAVULAPALLY,Kamma,medium
RAVULU,Kamma,medium
RAVUPATI,Kamma,medium
RAVURI,Kamma,high
RAVURU,Kamma,medium
RAYA,Kapu,medium
RAYADU,Kamma,medium
RAYALA,Kapu,medium
RAYALLA,Kamma,medium
RAYALLI,Kamma,medium
RAYANA,Kamma,medium
RAYANENI,Kamma,medium
RAYANKI,Kamma,medium
RAYANKULA,Kapu,medium
RAYANNA,Kamma,medium
RAYANNI,Kamma,medium
RAYANOTU,Kamma,medium
RAYAPATI,Kamma,high
RAYAPROLU,Kamma,medium
RAYAPU,Reddy,high
RAYAPUDI,Kamma,medium
RAYARAPU,Kamma,medium
RAYASAM,Kamma,medium
RAYAVARAPU,Kamma,medium
RAYIDI,Kamma,medium
RAYINI,Kamma,medium
RAYINNNI,Kamma,medium
RAYIPATI,Kamma,medium
RAYIPUDI,Kamma,low
REBBA,Kapu,medium
RECHARLA,Kamma,medium
RECHERLA,Kamma,medium
REDAPANGU,Kapu,medium
REDDEPPA,Kapu,medium
REDDI,Kamma,medium
REDDIBATHINA,Reddy,high
REDDIBATHULA,Kapu,medium
REDDIBATTULA,Reddy,high
REDDIVALAM,Reddy,medium
REDDYBATHINA,Reddy,high
REDDYBATHULA,Reddy,high
REDDYBATHUNI,Reddy,high
REDDYBATTINA,Reddy,high
REDDYBATTULA,Reddy,high
REDDYBOTTULA,Reddy,high
REDDYVARI,Reddy,high
REDROUTHU,Kamma,medium
REDROWTHU,Kapu,medium
REGANDLA,Kamma,medium
REGULA,Kamma,medium
REGUNTA,Kamma,medium
REKAPALLI,Kamma,low
RELLA,Kapu,medium
REMALLA,Kamma,medium
REMINISETTI,Vysya,high
REMINISETTY,Vysya,high
RENDIMALLI,Kamma,medium
RENDUCHINTALA,Kamma,medium
RENISETTY,Vysya,high
RENPARLA,Kamma,medium
RENTALA,Kamma,medium
RENTAPALLI,Kamma,low
RENTHAPALLY,Kamma,medium
REPAKA,Kamma,high
REPALA,Kamma,medium
REPALLE,Kamma,medium
RETURI,Kamma,medium
REVINISETTY,Vysya,high
REVUBATI,Kamma,medium
RIMMALAPUDI,Kamma,medium
RODDAM,Kamma,medium
ROMPICHARLA,Kamma,medium
ROYYURU,Kamma,medium
RUDRA,Kapu,medium
RUDRARAJU,Kamma,high
RUDRU,Kapu,high
RUPINENI,Kamma,low
RUTHULA,SC,medium
RYALI,Kamma,medium
SAAGARLA,Kamma,medium
SAAKHAMURU,Kamma,medium
SAAKI,Kamma,medium
SAANAMPUDI,Kamma,medium
SAAVARTI,Kamma,medium
SABBANENI,Kamma,low
SABBELLA,Kapu,medium
SABBINANI,Kamma,high
SABBINENI,Kamma,medium
SADA,Kapu,medium
SADHINENI,Kamma,low
SADHU,Kamma,medium
SADINENI,Kamma,medium
SADINNI,Kamma,medium
SADIREDDI,Kamma,medium
SADU,Kapu,medium
SAFAVATH,Muslim,high
SAGANTI,Kamma,medium
SAGARLAMUDI,Kamma,medium
SAGGURTHI,Kamma,medium
SAGGURTI,Kamma,medium
SAGI,Kamma,medium
SAGINENI,Kamma,medium
SAGIRAJU,Kapu,medium
SAJJA,Kapu,medium
SAKAMOORI,Kamma,medium
SAKAMUDI,Kamma,medium
SAKAMURI,Kamma,medium
SAKAMURU,Kamma,medium
SAKHAMURI,Kamma,medium
SAKHAMURU,Kamma,medium
SAKINENI,Kamma,medium
SAKKURTI,Kamma,medium
SALADI,Kamma,medium
SALAMALLA,Kamma,medium
SALANPALLI,Kamma,medium
SALIKI,Kamma,medium
SALIVENDRA,SC,medium
SALIVENDRAM,Christian,medium
SALLA,Kapu,medium
SALLAPANENI,Kamma,medium
SAMADI,Kapu,medium
SAMALA,Kamma,medium
SAMANTHAPUDI,Kamma,low
SAMANTHULA,Kamma,medium
SAMARLA,Kamma,medium
SAMBASIVUDU,Brahmin,high
SAMINEDI,Kamma,medium
SAMINENI,Kamma,medium
SAMINNI,Kamma,medium
SAMIREDDYPALLE,Reddy,high
SAMMANGI,Kapu,medium
SAMMETA,Kamma,medium
SAMUDRALA,Kamma,medium
SAMUEL,Christian,high
SANAGALA,Kapu,medium
SANAGAPALLI,Kamma,medium
SANAGAPATI,Kamma,medium
SANAGAPLLY,Kamma,medium
SANAGARAPU,Kamma,medium
SANAGAVARAPU,Kamma,high
SANAGONDA,Kamma,medium
SANAKA,Kamma,medium
SANAKAM,Kapu,medium
SANAKKAYALA,Kamma,medium
SANAM,Kapu,medium
SANAMPUDI,Kapu,medium
SANAPALA,Kamma,medium
SANDADI,Kamma,medium
SANDATI,Kamma,medium
SANDIPATI,Kamma,medium
SANDIREDDI,Kamma,medium
SANDIREDDY,Reddy,high
SANDU,Kapu,medium
SANGAMREDDI,Reddy,high
SANGAPU,Kamma,medium
SANGATHALA,Kamma,medium
SANGEPU,SC,medium
SANGU,Kamma,medium
SANIKOMMU,Kapu,medium
SANIPINI,Kamma,medium
SANIVARAPU,Kamma,high
SANKA,Brahmin,medium
SANKARAMANCHI,Kamma,medium
SANKU,Kapu,medium
SANKURATRI,Kamma,medium
SANKURU,Kamma,medium
SANNA,Kamma,medium
SANNAPANENI,Kamma,medium
SANNAPAREDDI,Kamma,medium
SANNEBOYINA,Kamma,medium
SANNIDHANAPU,Brahmin,medium
SAPINENI,Kamma,medium
SAPIREDDY,Reddy,high
SAPPA,Kapu,medium
SAPPIDI,Kamma,medium
SARABADA,Kapu,medium
SARAMEKALA,SC,medium
SAREDDU,Kamma,medium
SARIGALA,Kapu,medium
SARIPALLI,Kamma,low
SARIPUDI,Kamma,low
SARIPUTI,Kamma,medium
SARMA,Brahmin,medium
SARUKURU,Kamma,medium
SARUNU,Kamma,medium
SARUPURI,SC,medium
SASIPATI,Kamma,medium
SASTRY,Brahmin,high
SATHAMBEDU,Kapu,low
SATHRASALA,Kamma,medium
SATHULURI,Kamma,high
SATTENAPALLI,Kamma,low
SATTHANAGARI,Kamma,medium
SATTI,Kapu,medium
SATTIPALLI,Kamma,medium
SATULURI,Kamma,medium
SATYAMSETTI,Vysya,high
SATYANARAYANAMURTHY,Brahmin,medium
SATYAVARAPU,Kamma,medium
SAVA,Kamma,medium
SAVANORI,Kamma,medium
SAVARAM,Kamma,medium
SAYANA,Kapu,medium
SAYANNI,Kamma,medium
SAYANORU,Kamma,medium
SAYAPANENI,Kamma,medium
SAYAPPUREDDY,Reddy,high
SAYAPUREDDY,Reddy,high
SAYIAMPU,Kamma,medium
SAYINENI,Kamma,medium
SAYYAD,Muslim,high
SAYYAPARAJU,Brahmin,medium
SAYYAPUREDDY,Reddy,high
SAYYED,Muslim,high
SEELAM,Kapu,medium
SEELAMSETTI,Vysya,high
SEEMAKURTHY,Brahmin,medium
SEERAM,Kapu,medium
SEGGAM,Kamma,medium
SEJJA,Kamma,medium
SEKURU,Kamma,medium
SELAMNENI,Kamma,medium
SENAGASETTY,Vysya,high
SENKARASETTY,Vysya,high
SEPPALLI,Kamma,medium
SERVEPALLI,Kamma,low
SESHARAO,Brahmin,medium
SESHARATNA,Brahmin,medium
SETTI,Vysya,high
SETTIPALLI,Kapu,medium
SETTY,Vysya,high
SHA,Muslim,medium
SHAIK,Muslim,high
SHAKHAMURI,Kamma,medium
SHALLAGALLA,Kamma,medium
SHALLAGULLA,Kamma,medium
SHAMANTHULA,Kamma,medium
SHARIFF,Muslim,high
SHEK,Muslim,medium
SHERI,Kapu,medium
SHETH,Vysya,high
SHETTI,Vysya,high
SIDDA,SC,medium
SIDDABATHINA,Kapu,medium
SIDDHABATTULA,Brahmin,medium
SIDDULA,Kamma,medium
SIDHARA,Kamma,medium
SIDUGULA,Kamma,medium
SIGANTI,Kamma,medium
SIGHAKOLLI,Kamma,medium
SIGIRISETTI,Vysya,high
SIGIRISETTY,Vysya,high
SIGURUPATI,Kamma,medium
SILAMANEDI,Kamma,medium
SILAPARAPU,Kamma,medium
SIMHADRI,Kapu,medium
SIMPATI,Kamma,medium
SINGAM,Kapu,medium
SINGAMANENI,Kamma,medium
SINGAMNENI,Kamma,low
SINGAMPALLI,Kamma,low
SINGAMSETTI,Vysya,high
SINGAMSETTY,Vysya,high
SINGAMU,Kamma,medium
SINGANA,Kapu,medium
SINGAREDDY,Reddy,high
SINGARENI,Kamma,medium
SINGAVARAPU,Kamma,medium
SINGHAL,Other,high
SINGHVI,Vysya,high
SINGIREDDY,Reddy,high
SINGIREESU,Kamma,medium
SINGU,Kamma,medium
SINGULURI,Kamma,medium
SINGUPURAM,SC,medium
SINGURU,Kapu,medium
SINKA,Kapu,medium
SIRAANI,Kamma,medium
SIRAGAM,Kamma,medium
SIRAGOLLE,Kamma,medium
SIRAMSETTY,Vysya,high
SIRAPARAPU,Kamma,medium
SIRARI,Kamma,medium
SIRIBOYINA,Kapu,medium
SIRIGIRI,Other,low
SIRIKONDA,Kamma,medium
SIRIMAVILLA,Kamma,medium
SIRIPARAPU,Kamma,medium
SIRIPURAPU,Kamma,medium
SITARAMARAJU,Kshatriya,medium
SIVALASETTI,Vysya,high
SIVALASETTY,Vysya,high
SIVANGALORI,Kamma,medium
SIVARAJU,Kshatriya,medium
SODHANAGUNTA,Kamma,medium
SOKINA,Kamma,medium
SOLAA,Kamma,medium
SOLANKI,Other,high
SOLLAGUNDLA,Kamma,medium
SOLLETI,Vysya,high
SOLLETY,Vysya,medium
SOMAARAPU,Kamma,medium
SOMALA,Kamma,medium
SOMANA,Kamma,medium
SOMANCHI,Kamma,medium
SOMAPALLI,Kamma,low
SOMAPILLI,Kamma,medium
SOMARA,Kamma,medium
SOMAROUTHU,Kamma,medium
SOMASEKHAR,Brahmin,medium
SOMAVARAPU,Kamma,medium
SOMEPALLI,Kamma,medium
SOMEPALLY,Kamma,medium
SOMINANI,Kapu,medium
SOMINENI,Kamma,low
SOMISETTY,Vysya,high
SOMPALLI,Kamma,medium
SOMSETTI,Kamma,medium
SOMURI,Kamma,medium
SONTHINENI,Kamma,low
SONTI,Brahmin,medium
SONTINENI,Kamma,medium
SOPALA,Kamma,medium
SOPPA,Kamma,medium
SOUPATI,Kapu,medium
SREENIVASAN,Brahmin,medium
SREERAMANENI,Kamma,low
SREERAMOJU,Brahmin,medium
SRIANJANEYULU,Other,medium
SRIBASHYAM,Brahmin,medium
SRIDHARA,Kamma,medium
SRINI,Kamma,medium
SRIPATHI,Brahmin,medium
SRIPATI,Kamma,medium
SRIPATINENI,Kamma,medium
SRIRAMA,Kamma,medium
SRIRAMANEEDU,Kamma,medium
SRIRAMANENI,Kamma,low
SRIRAMENENI,Kamma,low
SRIRAMULA,Kamma,medium
SRIVADA,Brahmin,medium
SRIVATSA,Brahmin,medium
SRUANGARAPU,Kamma,medium
SRUANGAVARAPU,Kamma,medium
SRUNGARAPATI,Kamma,medium
SRUNGARAPU,Kamma,medium
SRUNGAVARAPU,Kamma,medium
SUBAYYA,Kamma,medium
SUBHANI,Muslim,high
SUDANAGUNTA,Kamma,medium
SUDDALA,Kamma,medium
SUDDAPALLI,Kamma,low
SUDDHAPALLE,Kamma,medium
SUDEPALLI,Kamma,low
SUDHALAGUNTA,Kamma,medium
SUDHI,Kamma,medium
SUDHIDEVARA,Kamma,medium
SUDHINEDI,Kamma,medium
SUDHIREDDY,Reddy,high
SUDHULAKUNTA,Kamma,medium
SUDIGALI,Kamma,medium
SUDINAPALLI,Kamma,low
SUDIREDDY,Reddy,high
SUDULAGUNTA,Kamma,medium
SUDUNAGUNTA,Kamma,medium
SUGAMANCHI,Kamma,medium
SUGASANI,Kamma,medium
SUKAMANCHI,Kamma,medium
SUKASHI,Kamma,medium
SUKASI,Kamma,medium
SUKAVASI,Kamma,medium
SUKHAMANCHI,Kamma,medium
SUKHAVASI,Kamma,medium
SULLURU,Kamma,medium
SULTANA,Muslim,high
SUNKARA,Kamma,high
SUNKARANAM,Kapu,medium
SUNKARI,Kamma,medium
SUNKAVALLI,Kamma,medium
SUNKAVELLI,Kamma,medium
SUNKU,Kapu,high
SUPARAPANANI,Kamma,medium
SURAA,Kamma,medium
SURABATHUNI,Kamma,medium
SURABATTHUNI,Kamma,medium
SURABHATHULA,Kamma,medium
SURAGANI,Kamma,medium
SURALAKONDALA,Kamma,medium
SURAM,Kapu,medium
SURAMPALLI,Kamma,medium
SURANENI,Kamma,low
SURAPANEEDU,Kamma,medium
SURAPANENI,Kamma,high
SURAPANINI,Kamma,medium
SURAPUNENI,Kamma,low
SURE,Kapu,medium
SUREDDI,Reddy,high
SUREDDY,Reddy,high
SUREKAKARLA,Kamma,medium
SURI,Kamma,medium
SURINENI,Kamma,low
SURISETTY,Vysya,high
SURYADEVARA,Kamma,high
SUTAPALLI,Kamma,low
SUTHARAKUNTA,Kamma,medium
SUVARNAGANTI,Kamma,medium
SWARNAPANENI,Kamma,medium
SYED,Muslim,high
SYKAM,Kapu,medium
SYYED,Muslim,high
TAADIBOYINA,Kapu,medium
TAALURI,Kamma,medium
TADANKI,Kamma,medium
TADAPANENI,Kamma,low
TADAVARTHI,Kamma,medium
TADEKORU,Kapu,medium
TADEPALLI,Kamma,medium
TADI,Kapu,medium
TADIBOIN,Kamma,medium
TADIBOINA,Kamma,high
TADIBOYANA,Kamma,high
TADIBOYENA,Kamma,medium
TADIBOYINA,Kamma,high
TADICHETTI,Kamma,high
TADICHETTU,Kamma,medium
TADIKAMALLA,Kamma,medium
TADIKONDA,Kamma,high
TADIMALLA,Kamma,medium
TADIMETY,Kamma,medium
TADIPANENI,Kamma,low
TADIPARTHI,Kamma,medium
TADIPINENI,Kamma,medium
TADISETTI,Vysya,high
TADISETTY,Vysya,high
TAJBASHA,Muslim,medium
TAKKELAPATI,Kamma,medium
TAKKILAPATI,Kamma,medium
TALABATTULA,Kamma,medium
TALACHERU,SC,medium
TALAMARLA,Kamma,medium
TALAMSETTI,Vysya,high
TALAPANENI,Kamma,medium
TALAPURI,Kamma,medium
TALARI,Kapu,medium
TALASALA,Kamma,medium
TALASILA,Brahmin,high
TALASINA,Kamma,medium
TALATAM,Kamma,medium
TALATOTI,Kapu,medium
TALIPINENI,Kamma,low
TALLA,Kamma,medium
TALLAM,Kamma,medium
TALLAPALLI,Kamma,medium
TALLAPANENI,Kamma,medium
TALLAPRAGADA,Kamma,medium
TALLASILA,Kamma,medium
TALLURI,Kamma,high
TALLURU,Kamma,high
TALUCHERLA,Kamma,medium
TALUPULA,Kamma,medium
TAMMA,Kapu,medium
TAMMABATHULA,Kamma,medium
TAMMANA,Kapu,medium
TAMMAREDDI,Reddy,high
TAMMAREDDY,Reddy,high
TAMMINA,Kamma,medium
TAMMINEDI,Kamma,high
TAMMINEEDI,Kamma,medium
TAMMINENI,Kamma,medium
TAMMINIDU,Kamma,medium
TAMMINNI,Kamma,medium
TAMMISETTY,Vysya,high
TANAMKI,Kamma,medium
TANDLA,Kamma,medium
TANDURI,Kamma,medium
TANGELLA,Kamma,medium
TANGETI,Kamma,medium
TANGIRALA,Kamma,medium
TANGUTURI,Kamma,medium
TANIKONDA,Kamma,medium
TANIPARTHY,Reddy,high
TANKALA,Kapu,medium
TANNEERU,Kamma,medium
TANNERU,Kamma,medium
TANNIERU,Kamma,medium
TANNIRU,Kamma,medium
TANUGODA,Kamma,medium
TANUGOTI,Kamma,medium
TARA,Kamma,medium
TARI,Kapu,medium
TARIGOPPALA,Kamma,medium
TARIGOPPALI,Kamma,medium
TARIGOPPULA,Kamma,high
TARIGOPULA,Kamma,high
TARIMELLA,Reddy,high
TATA,Kamma,medium
TATI,Kapu,medium
TATICHERLA,Kamma,medium
TATIKONDA,Kamma,medium
TATINA,Kamma,medium
TATINENI,Kamma,medium
TATINI,Kamma,medium
TATIPALLY,Kamma,medium
TATIPAMULA,Kamma,medium
TATIPARTHI,Kamma,medium
TATTARAMUDI,Kamma,low
TATTUKOLLA,Kamma,medium
TAVASI,Kamma,medium
TAVVA,Kapu,medium
TAYI,Kapu,medium
TEDLA,Kapu,medium
TELAGATHOTI,Kamma,medium
TELAMEKALA,SC,medium
TELANAKULA,Kamma,medium
TELAPATI,Kamma,medium
TELAPOLU,Kamma,medium
TELAPROLU,Kamma,high
TELLA,Kapu,medium
TELLAKULA,Kamma,medium
TELLAMEKALA,SC,medium
TELLAPATI,Kamma,medium
TELLAVULA,Kamma,medium
TEMPALLI,Kamma,medium
TENE,Kamma,medium
TENNETI,Kamma,high
TERLI,Kamma,medium
TETALI,Kamma,high
THADAPANENI,Kamma,medium
THADIBOINA,Kamma,high
THADIBOYINA,Kapu,medium
THADIKONDA,Kamma,medium
THADIPARTHI,Kamma,medium
THADIPARTY,Kamma,high
THADIPINENI,Kamma,low
THADISETTY,Vysya,high
THAGIRISHA,Kamma,medium
THAKKEDU,Kamma,medium
THAKKELAPATI,Kamma,medium
THALACHURI,Kamma,medium
THALAMALA,Kamma,medium
THALAPANENI,Kamma,high
THALASILA,Kamma,medium
THALATHOTI,Kamma,medium
THALLAM,Kamma,medium
THALLAPANENI,Kamma,low
THALLAPUNENI,Kamma,low
THALLURI,Kamma,high
THAMMAREDDY,Reddy,high
THAMMINEEDI,Kamma,high
THAMMISETTI,Vysya,high
THANDRA,Kapu,medium
THANGELLA,SC,medium
THANIKONDA,Kamma,medium
THANIPARTHI,Kamma,medium
THANNEERU,Kapu,medium
THANNIRU,Kamma,medium
THARIGOPPULA,Kamma,high
THARIGOPULA,Kamma,medium
THATAVARTHI,Brahmin,high
THATAVARTHY,Brahmin,high
THATHAPUDI,Kamma,low
THATHINENI,Kamma,low
THATI,Kapu,medium
THATIKONDA,Kamma,medium
THATINENI,Kamma,medium
THATIPAMULA,Kamma,medium
THATIPELLI,Kamma,medium
THATTUKULLA,Kamma,medium
THATUKURU,Kamma,medium
THEEPALAPUDI,Kamma,low
THELAGATHOTI,Kamma,medium
THELLA,Kapu,medium
THELUKUTLA,Kamma,medium
THIMMIDI,Kamma,medium
THINNAVALLI,Kamma,medium
THIPPABATTHULA,Kamma,medium
THIRUMALASETTI,Vysya,high
THIRUMALASETTY,Vysya,high
THIRUNAGARU,Brahmin,medium
THIRUPATHAIAH,Brahmin,medium
THIRUVEEDULA,Brahmin,medium
THIYYAGURU,Kamma,medium
THODUPUNURI,Kamma,medium
THOKA,Kapu,medium
THOKALA,Kamma,medium
THOLLA,Kamma,medium
THOLLIKONDA,Kapu,medium
THOLU,Kamma,medium
THOMMANDRU,Kamma,high
THONDA,Kamma,medium
THONDABHI,Kamma,medium
THONDAMU,Kamma,medium
THONDAPANENI,Kamma,medium
THONDAPI,Kamma,medium
THONDAPU,Kamma,medium
THONDEPU,Kapu,medium
THONTEPU,SC,medium
THOOLOORI,Kamma,medium
THOPALLI,Kamma,low
THORLAPATI,Kamma,medium
THORRAPATI,Kamma,medium
THOTA,Kapu,high
THOTAKURA,Kapu,medium
THOTAKURU,Kamma,medium
THOTLAPALEPU,Kamma,medium
THOTTEMPUDI,Kamma,medium
THOUTA,Kamma,medium
THOVALU,Kamma,medium
THULLIMALLI,Kamma,medium
THULLIMILLA,Kamma,medium
THULLURU,Kamma,medium
THUMATI,Kamma,medium
THUMMALA,Kamma,high
THUMMALAPENTA,Kamma,high
THUMMAPUDI,Kamma,medium
THUMMURU,Kamma,medium
THUMU,Kapu,medium
THUNGALA,Kapu,medium
THUNUGUNTLA,Kamma,medium
TIKKISETTI,Vysya,high
TIMMIDI,Kamma,medium
TIMMISETTY,Vysya,high
TINNAVALLI,Kapu,medium
TIPARNENI,Kamma,medium
TIPERNENI,Kamma,medium
TIPIRINENI,Kamma,low
TIPIRNENI,Kamma,medium
TIPPANA,Kamma,medium
TIPPANABOYINA,Kapu,medium
TIPPARAMALLI,Kamma,high
TIPPINEDI,Kamma,medium
TIPPIREDDY,Reddy,high
TIRIPINENI,Kamma,medium
TIRIVEEDHI,Brahmin,medium
TIRIVEEDI,Brahmin,medium
TIRUGUDALA,Kamma,medium
TIRUKKOVALLURI,Brahmin,medium
TIRUMALARAJU,Kshatriya,medium
TIRUMALASETTI,Vysya,high
TIRUMALASETTY,Vysya,high
TIRUMANISETTI,Vysya,high
TIRUMANISETTY,Vysya,high
TIRUNAGARI,Kamma,medium
TIRUNAMPALLI,Kamma,low
TIRUVEEDHULA,Brahmin,medium
TIRUVEEDULA,Kamma,medium
TIRUVIDHULA,Kamma,medium
TIRUVIDULA,Kamma,medium
TIYYAGURA,Kamma,medium
TOGITI,Kamma,medium
TOKALA,Kamma,high
TOLETI,Kamma,medium
TOLLIKONDA,Kamma,medium
TONDEPU,Kapu,medium
TOTA,Kapu,high
TOTTEMPUDI,Kamma,low
TOTTIMPUDI,Kamma,low
TRIMURTHULU,Kapu,medium
TRIPATI,Brahmin,high
TRIPPINENI,Kamma,low
TRIPURAMALLU,Brahmin,medium
TRIPURANENI,Kamma,high
TSARIGALLA,Kamma,medium
TUBATI,Kapu,medium
TULLIMILLI,Kamma,medium
TULLU,Kamma,medium
TULLURI,Kamma,high
TULLURU,Kamma,medium
TULUVA,Kamma,medium
TUMAATI,Kamma,medium
TUMALA,Kamma,medium
TUMATI,Kamma,high
TUMMA,Kamma,medium
TUMMAALA,Kamma,medium
TUMMALA,Kamma,high
TUMMALACHARLA,Kamma,medium
TUMMALAPALLE,Kamma,medium
TUMMALAPALLI,Kamma,medium
TUMMALAPUDI,Kamma,low
TUMMAPUDI,Kamma,medium
TUMMU,Kamma,medium
TUMMURI,Kamma,medium
TUMMURU,Kamma,medium
TUMU,Kamma,medium
TUMULA,Kamma,medium
TUMULURI,Kamma,medium
TUMUPATI,Kamma,medium
TUNGA,Kamma,medium
TUNGALA,Kapu,medium
TUNUGUNTLA,Kamma,medium
TUPILI,Brahmin,medium
TURAGA,Kamma,medium
TURAKA,Muslim,medium
TURLAPATI,Kamma,medium
TURPUVAARU,Kamma,medium
TURUMANAPALLI,Kamma,low
TUTA,Other,low
TUTTAGUNTA,Kamma,medium
UBBATLA,Kamma,medium
UDARAPU,Kamma,medium
UDATABATTINA,Kamma,medium
UDATANENI,Kamma,medium
UDATTUVARU,Kamma,medium
UDAYARKAR,Other,medium
UDDARAJU,Kamma,medium
UDUTA,Kamma,medium
UGGIRALA,Kamma,medium
UKKADAPU,Kamma,medium
ULAGA,Kamma,medium
ULAPALLI,Kamma,medium
ULAVA,Kapu,medium
ULIPI,Kamma,medium
ULLAM,Kapu,medium
UMMADI,Kamma,medium
UMMADISETTY,Vysya,high
UMMADISINGU,Kamma,medium
UMMADIVARAPU,Kamma,medium
UMMALANENI,Kamma,low
UMMANABOINA,Kapu,medium
UMMANENI,Kamma,medium
UMMINENI,Kamma,medium
UMMU,Kamma,medium
UNABADU,Kamma,medium
UNDAVALLI,Kamma,medium
UNDELLI,Kamma,medium
UNDEVALLI,Kamma,medium
UNDRA,Kamma,medium
UNNAM,Kamma,medium
UNNAMA,Kamma,medium
UNNAMU,Kamma,medium
UNNAVA,Kamma,medium
UPADHYAYULA,Brahmin,medium
UPALAPATI,Kamma,high
UPASARAPU,Kapu,medium
UPPAGANDLA,Kamma,medium
UPPALA,Kapu,medium
UPPALAPATI,Kamma,high
UPPALAPU,Kamma,medium
UPPALLA,Kamma,medium
UPPARA,SC,medium
UPPARAPALLI,Kamma,low
UPPERLA,Kamma,medium
UPPU,Kamma,medium
UPPUKONDURU,Kamma,medium
UPPUKUNTLA,Kamma,medium
UPPULURI,Kamma,medium
